STATE,SECTOR,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Idaho,   Management of companies and enterprises ,"$1,061,800,000","$972,700,000","$985,700,000","$989,800,000","$1,208,800,000","$1,121,000,000","$1,087,800,000","$1,019,100,000","$959,600,000","$1,126,700,000","$975,200,000","$833,200,000","$762,300,000","$689,700,000","$705,500,000","$721,300,000","$654,100,000","$599,900,000","$587,200,000","$590,600,000","$694,700,000","$887,300,000","$1,022,500,000","$1,124,800,000","$1,261,100,000"
Idaho,   Administrative and support and waste management and remediation services ,"$788,800,000","$812,500,000","$977,900,000","$1,117,300,000","$1,315,400,000","$1,405,000,000","$1,495,900,000","$1,589,000,000","$1,737,800,000","$1,834,500,000","$1,807,600,000","$1,826,500,000","$1,717,300,000","$1,771,000,000","$1,755,800,000","$1,787,800,000","$1,904,400,000","$1,993,300,000","$1,960,400,000","$2,151,300,000","$2,462,200,000","$2,592,300,000","$2,659,700,000","$2,861,900,000","$3,126,200,000"
Idaho,   Educational services ,"$266,900,000","$260,900,000","$278,900,000","$296,400,000","$328,200,000","$348,800,000","$386,500,000","$408,300,000","$400,800,000","$408,500,000","$417,900,000","$436,900,000","$469,800,000","$490,300,000","$496,900,000","$498,300,000","$492,800,000","$490,600,000","$513,100,000","$507,600,000","$511,000,000","$548,300,000","$606,000,000","$589,800,000","$623,500,000"
Idaho,   Health care and social assistance ,"$2,655,400,000","$2,697,800,000","$2,768,900,000","$2,916,900,000","$3,059,100,000","$3,223,500,000","$3,351,600,000","$3,540,500,000","$3,577,300,000","$3,830,200,000","$3,935,600,000","$4,234,700,000","$4,395,400,000","$4,485,400,000","$4,612,500,000","$4,611,700,000","$4,897,300,000","$5,031,300,000","$5,343,400,000","$5,543,700,000","$5,599,100,000","$5,894,300,000","$6,316,400,000","$6,167,700,000","$6,663,400,000"
Idaho,"   Arts, entertainment, and recreation ","$253,400,000","$243,000,000","$289,100,000","$317,700,000","$314,400,000","$351,100,000","$315,200,000","$315,500,000","$323,400,000","$353,800,000","$388,900,000","$374,400,000","$344,700,000","$392,000,000","$367,400,000","$375,400,000","$384,500,000","$400,100,000","$398,700,000","$453,700,000","$505,700,000","$556,600,000","$581,800,000","$415,300,000","$556,400,000"
Idaho,   Accommodation and food services ,"$1,171,200,000","$1,213,800,000","$1,276,500,000","$1,350,500,000","$1,309,300,000","$1,356,000,000","$1,404,100,000","$1,428,400,000","$1,469,700,000","$1,551,200,000","$1,570,300,000","$1,536,700,000","$1,390,100,000","$1,436,600,000","$1,443,200,000","$1,465,600,000","$1,503,600,000","$1,578,600,000","$1,709,400,000","$1,858,300,000","$2,010,400,000","$2,082,700,000","$2,127,800,000","$1,851,600,000","$2,319,600,000"
Idaho,  Other services (except government and government enterprises) ,"$1,464,300,000","$1,459,500,000","$1,387,600,000","$1,397,900,000","$1,218,100,000","$1,242,300,000","$1,194,600,000","$1,227,500,000","$1,252,200,000","$1,298,400,000","$1,288,800,000","$1,237,000,000","$1,152,300,000","$1,126,700,000","$1,091,000,000","$1,090,400,000","$1,100,900,000","$1,140,300,000","$1,164,500,000","$1,193,000,000","$1,245,700,000","$1,306,800,000","$1,358,600,000","$1,305,200,000","$1,410,000,000"
Idaho, Government and government enterprises ,"$7,347,500,000","$7,510,100,000","$7,733,400,000","$7,961,400,000","$8,001,700,000","$8,091,300,000","$8,156,300,000","$8,345,400,000","$8,502,700,000","$8,603,600,000","$8,548,100,000","$8,626,800,000","$8,500,800,000","$8,282,800,000","$8,130,800,000","$8,191,000,000","$8,108,000,000","$8,003,400,000","$8,207,100,000","$8,376,200,000","$8,636,700,000","$8,812,100,000","$8,940,800,000","$8,964,200,000","$9,024,200,000"
Illinois,"  Agriculture, forestry, fishing and hunting ","$4,860,400,000","$3,935,600,000","$2,590,400,000","$3,691,400,000","$3,308,300,000","$4,265,900,000","$5,170,700,000","$6,492,800,000","$3,874,700,000","$5,820,800,000","$6,203,300,000","$8,068,500,000","$7,695,800,000","$6,595,800,000","$7,987,200,000","$5,894,100,000","$10,513,300,000","$8,197,200,000","$5,561,300,000","$8,678,000,000","$8,026,000,000","$9,160,600,000","$6,787,300,000","$8,812,300,000","$10,452,300,000"
Illinois,"  Mining, quarrying, and oil and gas extraction ","$2,812,400,000","$3,422,600,000","$4,084,800,000","$3,424,000,000","$3,623,200,000","$3,355,800,000","$3,226,900,000","$2,970,100,000","$2,817,500,000","$2,777,600,000","$2,791,200,000","$2,404,900,000","$2,484,600,000","$2,181,200,000","$2,042,400,000","$2,334,700,000","$2,492,500,000","$2,532,400,000","$2,767,700,000","$2,271,200,000","$2,268,500,000","$2,327,700,000","$2,020,200,000","$1,761,700,000","$1,213,700,000"
Illinois,  Utilities ,"$12,494,700,000","$11,920,300,000","$14,406,100,000","$14,208,100,000","$11,846,200,000","$11,838,400,000","$11,004,700,000","$11,891,500,000","$11,211,500,000","$10,993,700,000","$10,804,800,000","$11,592,700,000","$10,374,300,000","$11,742,300,000","$12,271,000,000","$12,140,700,000","$11,791,700,000","$11,864,100,000","$11,739,400,000","$12,191,400,000","$12,346,700,000","$12,523,600,000","$12,809,100,000","$13,425,700,000","$12,719,400,000"
Illinois,  Construction ,"$33,591,200,000","$33,930,500,000","$36,199,600,000","$37,343,100,000","$36,489,100,000","$35,677,700,000","$36,231,300,000","$36,239,600,000","$35,143,600,000","$33,423,400,000","$31,893,500,000","$29,602,300,000","$23,720,400,000","$22,667,700,000","$21,822,400,000","$20,342,400,000","$22,403,100,000","$22,648,200,000","$23,675,400,000","$23,495,300,000","$23,713,000,000","$22,677,100,000","$22,504,400,000","$21,096,700,000","$21,522,000,000"
Illinois,  Manufacturing ,"$81,228,900,000","$82,682,100,000","$83,355,900,000","$89,076,200,000","$85,960,100,000","$82,452,100,000","$87,158,600,000","$93,267,600,000","$93,103,400,000","$95,015,900,000","$97,615,900,000","$92,008,200,000","$89,139,200,000","$93,121,000,000","$98,931,800,000","$103,715,200,000","$97,066,800,000","$99,689,500,000","$96,937,300,000","$95,568,000,000","$97,553,900,000","$104,205,600,000","$103,769,800,000","$96,644,400,000","$103,260,700,000"
Illinois,  Wholesale trade ,"$40,031,600,000","$43,386,300,000","$44,672,000,000","$46,379,400,000","$46,265,300,000","$46,518,200,000","$47,816,700,000","$49,216,600,000","$51,798,000,000","$53,241,400,000","$55,520,100,000","$56,555,800,000","$49,638,400,000","$52,389,000,000","$54,384,000,000","$56,909,500,000","$57,543,600,000","$59,020,300,000","$61,309,700,000","$59,967,600,000","$59,798,500,000","$59,388,200,000","$58,682,300,000","$59,028,700,000","$62,168,800,000"
Illinois,  Retail trade ,"$29,768,300,000","$31,258,500,000","$32,424,200,000","$33,493,200,000","$35,144,700,000","$36,691,000,000","$37,942,800,000","$38,515,400,000","$39,397,500,000","$39,825,200,000","$39,345,400,000","$38,473,900,000","$36,104,200,000","$35,987,100,000","$35,786,900,000","$36,145,600,000","$36,794,600,000","$37,395,200,000","$39,284,900,000","$39,900,000,000","$40,435,400,000","$41,442,500,000","$42,407,200,000","$40,907,600,000","$42,213,800,000"
Illinois,  Transportation and warehousing ,"$23,119,200,000","$23,784,300,000","$24,486,800,000","$23,949,600,000","$22,013,800,000","$21,292,400,000","$21,775,200,000","$23,819,200,000","$24,611,100,000","$28,607,600,000","$27,042,200,000","$26,426,700,000","$25,165,100,000","$27,058,600,000","$27,747,600,000","$27,439,700,000","$28,056,900,000","$28,207,900,000","$27,966,800,000","$27,365,500,000","$28,257,100,000","$29,822,200,000","$30,151,800,000","$25,751,100,000","$27,599,500,000"
Illinois,  Information ,"$15,249,700,000","$16,108,200,000","$16,684,100,000","$15,558,000,000","$15,810,500,000","$17,542,900,000","$18,216,100,000","$19,941,100,000","$21,334,000,000","$21,315,700,000","$23,061,600,000","$24,157,300,000","$23,076,800,000","$23,321,900,000","$24,479,800,000","$24,121,400,000","$25,870,800,000","$25,808,100,000","$28,677,300,000","$30,163,800,000","$29,398,000,000","$31,931,200,000","$33,951,400,000","$34,951,900,000","$38,874,600,000"
Illinois,   Finance and insurance ,"$45,728,200,000","$50,660,400,000","$53,662,200,000","$58,839,800,000","$59,120,600,000","$58,583,700,000","$57,831,900,000","$60,205,000,000","$62,985,500,000","$67,297,900,000","$65,534,300,000","$54,558,800,000","$67,568,200,000","$63,227,500,000","$62,968,600,000","$68,603,800,000","$61,789,400,000","$68,022,800,000","$71,305,800,000","$68,010,100,000","$64,599,800,000","$67,625,500,000","$69,086,500,000","$65,135,300,000","$71,228,600,000"
Illinois,   Real estate and rental and leasing ,"$68,040,000,000","$68,874,000,000","$72,235,700,000","$74,879,800,000","$78,672,500,000","$80,001,900,000","$80,840,300,000","$79,366,400,000","$81,008,100,000","$81,208,800,000","$85,946,000,000","$90,647,900,000","$89,576,900,000","$91,046,100,000","$91,106,800,000","$92,370,600,000","$94,342,200,000","$95,650,700,000","$96,400,300,000","$96,345,700,000","$95,934,500,000","$96,172,300,000","$96,582,900,000","$91,094,800,000","$93,699,800,000"
Illinois,"   Professional, scientific, and technical services ","$40,365,100,000","$42,334,700,000","$45,393,000,000","$46,366,800,000","$47,423,300,000","$48,593,000,000","$47,587,100,000","$49,166,900,000","$50,787,700,000","$52,300,700,000","$53,281,900,000","$56,882,000,000","$52,734,700,000","$52,849,600,000","$54,883,700,000","$56,949,300,000","$57,373,300,000","$59,725,100,000","$62,188,000,000","$63,806,500,000","$64,722,100,000","$68,251,100,000","$68,982,100,000","$67,000,600,000","$73,315,800,000"
Illinois,   Management of companies and enterprises ,"$12,830,000,000","$15,200,900,000","$15,107,400,000","$14,900,200,000","$16,347,900,000","$16,519,200,000","$17,563,600,000","$16,834,700,000","$16,811,900,000","$16,671,600,000","$16,033,200,000","$15,555,700,000","$14,766,100,000","$15,700,800,000","$15,934,200,000","$17,006,000,000","$17,435,700,000","$17,522,500,000","$16,309,900,000","$16,166,000,000","$17,104,000,000","$17,352,900,000","$16,747,300,000","$16,744,300,000","$17,633,400,000"
Illinois,   Administrative and support and waste management and remediation services ,"$14,715,400,000","$14,686,600,000","$15,224,100,000","$15,907,200,000","$16,153,000,000","$15,642,300,000","$16,888,800,000","$18,151,200,000","$19,737,200,000","$20,122,400,000","$21,570,800,000","$21,831,600,000","$19,409,300,000","$20,975,400,000","$21,818,700,000","$22,732,100,000","$22,670,000,000","$23,746,300,000","$23,978,700,000","$23,563,600,000","$25,242,500,000","$26,376,300,000","$26,787,400,000","$24,919,500,000","$28,694,100,000"
Illinois,   Educational services ,"$7,544,300,000","$7,365,900,000","$7,627,300,000","$7,920,700,000","$8,241,100,000","$8,121,700,000","$8,418,200,000","$8,791,300,000","$8,678,000,000","$9,355,900,000","$9,480,500,000","$10,169,700,000","$11,185,000,000","$11,446,300,000","$11,671,200,000","$11,669,900,000","$11,455,100,000","$11,304,800,000","$11,233,100,000","$11,386,200,000","$11,087,900,000","$11,168,000,000","$11,257,800,000","$10,135,100,000","$10,296,800,000"
Illinois,   Health care and social assistance ,"$35,462,200,000","$35,688,200,000","$37,081,700,000","$38,567,700,000","$39,029,600,000","$40,350,800,000","$41,455,600,000","$42,813,000,000","$44,402,400,000","$46,195,800,000","$46,413,300,000","$48,738,800,000","$49,563,000,000","$49,211,300,000","$49,946,000,000","$50,436,300,000","$50,921,300,000","$51,588,900,000","$53,169,700,000","$54,101,200,000","$55,069,500,000","$56,698,900,000","$56,943,200,000","$55,459,300,000","$57,808,500,000"
Illinois,"   Arts, entertainment, and recreation ","$7,495,700,000","$7,165,100,000","$7,576,200,000","$8,009,700,000","$7,758,500,000","$8,208,700,000","$7,812,100,000","$6,556,000,000","$6,226,500,000","$6,327,500,000","$6,583,000,000","$6,628,600,000","$5,975,000,000","$6,214,200,000","$6,325,000,000","$7,153,400,000","$7,713,600,000","$7,937,800,000","$8,378,700,000","$8,433,000,000","$8,577,900,000","$8,801,800,000","$9,176,200,000","$5,141,000,000","$6,941,500,000"
Illinois,   Accommodation and food services ,"$13,829,900,000","$14,539,500,000","$15,751,100,000","$16,620,900,000","$16,361,600,000","$16,272,200,000","$16,701,300,000","$17,123,800,000","$17,179,600,000","$18,283,100,000","$19,167,900,000","$18,828,800,000","$17,629,900,000","$18,060,200,000","$18,680,500,000","$18,954,300,000","$18,692,400,000","$19,656,500,000","$21,333,500,000","$20,972,100,000","$21,328,200,000","$20,091,600,000","$20,578,600,000","$15,260,700,000","$19,506,400,000"
Illinois,  Other services (except government and government enterprises) ,"$20,815,900,000","$20,687,500,000","$21,243,500,000","$21,358,500,000","$19,373,300,000","$20,151,300,000","$19,163,400,000","$18,785,500,000","$18,700,700,000","$18,746,900,000","$18,512,000,000","$18,098,500,000","$17,262,100,000","$16,709,300,000","$16,757,700,000","$16,658,300,000","$16,369,100,000","$16,891,200,000","$16,713,900,000","$16,272,400,000","$16,226,000,000","$16,467,100,000","$16,250,200,000","$14,667,600,000","$14,965,500,000"
Illinois, Government and government enterprises ,"$68,792,600,000","$69,600,700,000","$70,493,600,000","$71,778,800,000","$75,060,800,000","$76,986,400,000","$76,919,200,000","$77,117,400,000","$77,108,100,000","$76,903,200,000","$75,405,200,000","$75,608,800,000","$75,476,600,000","$77,382,700,000","$75,677,600,000","$74,822,200,000","$74,841,900,000","$73,536,600,000","$72,094,500,000","$71,337,400,000","$72,128,400,000","$71,171,400,000","$71,588,200,000","$70,077,400,000","$70,400,400,000"
Indiana,"  Agriculture, forestry, fishing and hunting ","$3,398,500,000","$2,876,600,000","$2,201,200,000","$2,992,600,000","$3,197,500,000","$3,132,100,000","$3,869,100,000","$4,303,000,000","$3,314,700,000","$3,936,800,000","$3,895,300,000","$4,895,900,000","$4,920,200,000","$4,429,500,000","$4,797,700,000","$4,102,800,000","$7,059,500,000","$5,706,200,000","$4,697,400,000","$5,451,900,000","$5,248,000,000","$5,571,000,000","$4,335,400,000","$6,182,700,000","$6,341,300,000"
Indiana,"  Mining, quarrying, and oil and gas extraction ","$1,839,100,000","$2,264,300,000","$2,383,000,000","$2,111,300,000","$2,562,900,000","$2,378,600,000","$2,366,300,000","$1,920,500,000","$1,676,400,000","$1,654,500,000","$1,689,800,000","$1,530,600,000","$1,631,700,000","$1,643,500,000","$1,676,300,000","$1,684,600,000","$1,908,300,000","$1,799,100,000","$1,686,900,000","$1,653,400,000","$1,724,500,000","$1,581,800,000","$1,325,400,000","$1,173,600,000","$911,100,000"
Indiana,  Utilities ,"$5,367,400,000","$5,035,600,000","$5,872,000,000","$5,735,100,000","$4,689,000,000","$4,744,600,000","$4,571,700,000","$4,888,200,000","$4,824,400,000","$5,061,100,000","$4,858,800,000","$5,260,300,000","$5,108,600,000","$5,912,900,000","$6,113,400,000","$6,372,400,000","$6,371,700,000","$6,119,200,000","$5,882,300,000","$6,267,000,000","$6,051,900,000","$5,929,800,000","$6,060,100,000","$6,084,900,000","$5,914,700,000"
Indiana,  Construction ,"$16,013,500,000","$16,570,400,000","$16,137,900,000","$15,853,700,000","$14,777,800,000","$13,974,300,000","$14,219,500,000","$14,283,200,000","$13,617,100,000","$12,707,100,000","$12,730,600,000","$11,930,300,000","$10,022,900,000","$9,895,700,000","$10,635,700,000","$11,941,000,000","$11,471,200,000","$10,832,000,000","$10,908,400,000","$11,388,700,000","$12,181,100,000","$12,466,200,000","$12,741,500,000","$12,598,200,000","$12,937,300,000"
Indiana,  Manufacturing ,"$58,567,900,000","$64,772,300,000","$67,256,100,000","$71,061,800,000","$66,437,700,000","$71,938,700,000","$76,945,000,000","$82,036,000,000","$79,581,000,000","$79,621,400,000","$91,671,400,000","$90,200,700,000","$74,414,900,000","$88,264,200,000","$86,596,300,000","$82,808,000,000","$88,099,500,000","$91,339,700,000","$85,776,400,000","$87,679,100,000","$88,055,800,000","$92,270,900,000","$92,122,100,000","$87,265,300,000","$95,214,700,000"
Indiana,  Wholesale trade ,"$12,313,400,000","$13,638,300,000","$14,072,300,000","$14,447,100,000","$14,847,700,000","$15,265,200,000","$15,790,500,000","$16,144,900,000","$16,909,500,000","$17,174,100,000","$17,467,500,000","$17,789,600,000","$15,428,900,000","$16,409,300,000","$16,923,900,000","$17,381,000,000","$17,662,600,000","$18,112,600,000","$18,822,700,000","$18,506,400,000","$18,479,600,000","$19,331,700,000","$18,970,600,000","$19,188,500,000","$20,065,600,000"
Indiana,  Retail trade ,"$13,667,800,000","$14,876,700,000","$15,191,500,000","$15,423,000,000","$16,028,000,000","$16,551,300,000","$17,618,600,000","$17,832,200,000","$18,228,100,000","$18,106,100,000","$17,292,800,000","$16,957,700,000","$16,571,900,000","$16,931,100,000","$16,954,300,000","$16,836,100,000","$17,185,100,000","$17,440,600,000","$17,924,700,000","$18,868,600,000","$19,056,300,000","$19,331,400,000","$19,421,900,000","$19,007,100,000","$19,507,900,000"
Indiana,  Transportation and warehousing ,"$8,039,800,000","$8,708,100,000","$8,994,800,000","$9,170,000,000","$8,495,800,000","$8,278,400,000","$8,620,100,000","$9,045,200,000","$9,755,900,000","$10,549,600,000","$10,249,400,000","$10,098,800,000","$9,246,800,000","$9,712,600,000","$9,853,400,000","$9,997,000,000","$10,025,900,000","$10,211,700,000","$10,240,600,000","$10,369,500,000","$10,848,700,000","$11,022,400,000","$10,965,700,000","$10,952,300,000","$11,241,200,000"
Indiana,  Information ,"$3,767,100,000","$3,888,800,000","$3,916,900,000","$3,643,300,000","$3,783,300,000","$4,106,300,000","$4,454,600,000","$5,150,700,000","$5,505,500,000","$5,680,100,000","$6,056,700,000","$6,444,600,000","$6,234,300,000","$6,236,600,000","$6,033,400,000","$6,308,000,000","$6,683,900,000","$6,619,100,000","$6,767,900,000","$6,905,100,000","$7,028,100,000","$6,934,700,000","$7,043,800,000","$6,797,300,000","$7,396,300,000"
Indiana,   Finance and insurance ,"$9,899,300,000","$11,029,300,000","$11,653,800,000","$13,200,700,000","$13,119,300,000","$12,820,800,000","$13,502,900,000","$14,107,900,000","$14,401,200,000","$14,712,600,000","$15,939,400,000","$12,553,700,000","$14,832,600,000","$14,319,700,000","$14,147,200,000","$14,704,700,000","$12,279,100,000","$16,828,400,000","$17,868,300,000","$17,583,300,000","$17,224,800,000","$17,968,800,000","$18,972,800,000","$17,126,800,000","$18,741,600,000"
Indiana,   Real estate and rental and leasing ,"$22,526,000,000","$22,747,100,000","$24,365,600,000","$25,274,900,000","$27,082,700,000","$26,039,100,000","$27,318,400,000","$27,700,100,000","$30,369,900,000","$29,753,300,000","$29,749,000,000","$28,348,500,000","$28,413,900,000","$29,626,500,000","$30,100,200,000","$31,340,800,000","$31,769,400,000","$31,529,000,000","$31,156,100,000","$30,568,700,000","$31,530,800,000","$32,955,300,000","$33,420,000,000","$32,689,000,000","$33,423,900,000"
Indiana,"   Professional, scientific, and technical services ","$7,800,200,000","$8,477,600,000","$8,818,500,000","$8,703,200,000","$8,980,100,000","$9,346,100,000","$9,398,500,000","$9,610,500,000","$9,860,700,000","$10,179,500,000","$10,593,000,000","$11,715,300,000","$11,041,300,000","$11,429,000,000","$11,990,500,000","$12,210,500,000","$12,498,200,000","$12,689,100,000","$13,299,300,000","$13,917,300,000","$14,450,400,000","$15,416,200,000","$15,870,400,000","$16,003,000,000","$17,800,400,000"
Indiana,   Management of companies and enterprises ,"$3,841,500,000","$3,649,000,000","$3,686,400,000","$3,969,900,000","$4,362,900,000","$4,078,500,000","$4,143,700,000","$3,704,400,000","$3,598,200,000","$3,527,800,000","$3,296,300,000","$3,326,700,000","$3,011,500,000","$3,147,200,000","$3,317,000,000","$3,484,700,000","$3,786,200,000","$4,070,500,000","$4,237,400,000","$4,542,400,000","$4,733,500,000","$4,921,500,000","$5,139,800,000","$5,143,000,000","$5,858,800,000"
Indiana,   Administrative and support and waste management and remediation services ,"$4,578,800,000","$4,887,300,000","$5,189,100,000","$5,552,700,000","$5,641,100,000","$5,760,100,000","$6,090,600,000","$6,439,400,000","$6,953,600,000","$7,186,400,000","$7,377,300,000","$7,517,500,000","$6,800,200,000","$7,643,000,000","$8,083,400,000","$8,413,300,000","$8,549,400,000","$8,931,300,000","$8,755,100,000","$8,673,700,000","$9,169,000,000","$9,565,400,000","$9,777,500,000","$9,269,100,000","$10,648,700,000"
Indiana,   Educational services ,"$2,310,500,000","$2,283,900,000","$2,382,900,000","$2,511,800,000","$2,574,700,000","$2,582,600,000","$2,638,400,000","$2,792,500,000","$2,833,400,000","$2,983,400,000","$2,933,200,000","$3,115,300,000","$3,353,200,000","$3,421,300,000","$3,425,700,000","$3,441,100,000","$3,353,900,000","$3,384,900,000","$3,352,900,000","$3,415,600,000","$3,291,100,000","$3,361,700,000","$3,408,700,000","$2,956,700,000","$3,120,600,000"
Indiana,   Health care and social assistance ,"$16,011,700,000","$16,416,600,000","$16,944,500,000","$17,802,800,000","$18,249,200,000","$18,693,300,000","$19,278,800,000","$19,954,200,000","$20,582,400,000","$21,421,100,000","$21,164,300,000","$22,420,800,000","$22,646,600,000","$22,894,500,000","$23,220,600,000","$24,063,100,000","$24,422,800,000","$24,769,200,000","$25,801,900,000","$26,874,700,000","$27,778,400,000","$28,415,900,000","$29,199,500,000","$29,160,200,000","$30,247,000,000"
Indiana,"   Arts, entertainment, and recreation ","$2,736,700,000","$3,141,600,000","$3,342,600,000","$3,587,700,000","$3,363,700,000","$3,449,400,000","$3,610,200,000","$3,730,000,000","$3,543,300,000","$3,461,100,000","$3,408,600,000","$3,393,900,000","$3,337,800,000","$3,446,100,000","$3,322,400,000","$3,474,100,000","$3,555,400,000","$3,573,900,000","$3,448,300,000","$3,349,400,000","$3,440,100,000","$3,553,900,000","$3,553,600,000","$2,630,100,000","$2,934,700,000"
Indiana,   Accommodation and food services ,"$5,933,400,000","$6,039,000,000","$6,444,000,000","$6,707,300,000","$6,647,400,000","$6,594,900,000","$6,715,000,000","$7,007,300,000","$7,086,000,000","$7,317,600,000","$7,034,000,000","$6,835,900,000","$6,330,300,000","$6,481,300,000","$6,692,500,000","$7,083,600,000","$7,047,900,000","$7,349,200,000","$7,660,900,000","$7,848,500,000","$7,889,200,000","$8,176,100,000","$7,638,600,000","$6,467,900,000","$7,758,800,000"
Indiana,  Other services (except government and government enterprises) ,"$8,431,200,000","$8,618,600,000","$8,773,800,000","$8,982,600,000","$8,029,900,000","$8,220,900,000","$7,936,600,000","$7,988,000,000","$7,991,700,000","$7,944,400,000","$7,598,300,000","$7,278,500,000","$6,742,400,000","$6,689,800,000","$6,540,600,000","$6,690,200,000","$6,624,400,000","$6,783,300,000","$6,779,500,000","$6,739,900,000","$6,716,500,000","$6,907,500,000","$6,902,200,000","$6,540,300,000","$6,780,900,000"
Indiana, Government and government enterprises ,"$28,163,100,000","$28,452,400,000","$28,847,800,000","$29,464,200,000","$28,949,300,000","$28,892,700,000","$29,209,700,000","$29,457,700,000","$29,612,000,000","$33,336,000,000","$29,213,300,000","$29,775,800,000","$29,541,600,000","$29,049,600,000","$28,675,300,000","$28,176,800,000","$26,988,800,000","$28,618,700,000","$28,413,000,000","$28,988,300,000","$29,918,200,000","$30,455,600,000","$30,325,500,000","$30,270,700,000","$30,071,900,000"
Iowa,"  Agriculture, forestry, fishing and hunting ","$6,917,100,000","$5,086,800,000","$3,636,700,000","$5,099,400,000","$4,694,200,000","$6,556,700,000","$6,106,700,000","$8,946,700,000","$7,726,000,000","$8,099,600,000","$8,131,100,000","$9,452,600,000","$9,621,000,000","$8,793,800,000","$10,952,200,000","$10,470,800,000","$12,449,200,000","$11,902,400,000","$11,641,300,000","$11,518,400,000","$11,730,300,000","$12,758,100,000","$11,810,600,000","$10,169,800,000","$12,453,500,000"
Iowa,"  Mining, quarrying, and oil and gas extraction ","$452,000,000","$566,400,000","$614,000,000","$618,800,000","$543,500,000","$548,900,000","$561,000,000","$565,900,000","$531,900,000","$532,300,000","$480,200,000","$477,100,000","$360,700,000","$340,600,000","$299,000,000","$342,200,000","$345,200,000","$397,100,000","$411,800,000","$367,200,000","$468,000,000","$483,700,000","$565,200,000","$557,100,000","$658,000,000"
Iowa,  Utilities ,"$2,599,300,000","$2,525,500,000","$2,957,000,000","$2,930,800,000","$2,465,300,000","$2,540,500,000","$2,384,100,000","$2,470,500,000","$2,415,300,000","$2,645,100,000","$2,727,800,000","$3,328,000,000","$3,018,500,000","$2,980,200,000","$2,583,300,000","$2,802,300,000","$2,766,100,000","$2,652,900,000","$2,631,100,000","$2,918,900,000","$2,862,900,000","$2,837,900,000","$2,910,500,000","$3,121,800,000","$2,878,200,000"
Iowa,  Construction ,"$6,246,900,000","$6,547,900,000","$6,563,800,000","$6,210,300,000","$5,887,500,000","$5,674,600,000","$5,918,900,000","$6,171,700,000","$6,171,100,000","$6,056,000,000","$5,899,300,000","$5,811,200,000","$5,546,500,000","$5,383,200,000","$5,570,700,000","$5,871,000,000","$5,993,400,000","$6,350,000,000","$6,661,100,000","$7,032,900,000","$6,499,300,000","$6,491,000,000","$6,397,100,000","$6,251,700,000","$6,288,500,000"
Iowa,  Manufacturing ,"$22,175,600,000","$21,597,600,000","$22,532,900,000","$23,403,500,000","$23,108,200,000","$23,596,900,000","$24,939,200,000","$27,937,200,000","$27,842,700,000","$29,963,800,000","$30,026,300,000","$29,989,900,000","$26,011,000,000","$28,059,600,000","$27,256,300,000","$29,568,700,000","$28,896,300,000","$31,775,500,000","$31,522,600,000","$27,608,100,000","$29,277,000,000","$30,745,500,000","$30,662,700,000","$30,591,000,000","$32,669,800,000"
Iowa,  Wholesale trade ,"$6,844,800,000","$7,177,100,000","$7,470,200,000","$7,068,900,000","$6,961,300,000","$7,140,100,000","$7,361,800,000","$7,844,300,000","$8,436,500,000","$8,532,400,000","$8,928,900,000","$9,657,800,000","$8,994,500,000","$9,431,200,000","$9,596,700,000","$10,172,100,000","$10,354,600,000","$10,516,300,000","$10,438,900,000","$10,444,500,000","$10,432,300,000","$10,361,100,000","$9,993,000,000","$10,247,000,000","$10,522,700,000"
Iowa,  Retail trade ,"$7,023,600,000","$7,541,700,000","$7,665,200,000","$7,807,400,000","$8,068,700,000","$8,352,800,000","$8,640,700,000","$8,626,000,000","$8,568,400,000","$8,455,700,000","$8,236,700,000","$8,418,600,000","$8,455,600,000","$8,531,600,000","$8,540,900,000","$8,646,600,000","$8,551,400,000","$8,475,200,000","$8,779,900,000","$9,236,800,000","$9,432,600,000","$9,503,800,000","$9,656,000,000","$9,549,900,000","$9,448,000,000"
Iowa,  Transportation and warehousing ,"$3,415,300,000","$3,694,900,000","$3,903,100,000","$4,106,200,000","$3,901,500,000","$3,879,600,000","$4,182,400,000","$4,728,500,000","$4,988,600,000","$5,276,700,000","$5,284,900,000","$5,115,800,000","$4,848,400,000","$5,042,500,000","$5,044,900,000","$5,115,900,000","$5,073,500,000","$5,226,200,000","$5,222,100,000","$5,111,900,000","$5,320,800,000","$5,349,700,000","$5,224,700,000","$5,042,000,000","$5,102,900,000"
Iowa,  Information ,"$2,517,800,000","$2,611,900,000","$2,693,000,000","$2,613,500,000","$2,578,900,000","$2,806,300,000","$3,062,000,000","$3,555,600,000","$3,834,900,000","$4,059,000,000","$4,427,100,000","$4,622,300,000","$4,771,100,000","$4,903,500,000","$4,790,000,000","$4,444,300,000","$4,496,800,000","$4,528,300,000","$4,794,700,000","$4,749,000,000","$4,911,900,000","$5,121,600,000","$5,284,300,000","$5,063,500,000","$5,402,700,000"
